label,clean_message
0,dint slept afternoon
0,seems unnecessarily affectionate
0,yar else thk sorts funny things
1,download many ringtones u like restrictions number number choose u even send number yr buddys txt sir number number
0,thats cool day
1,please call number immediately urgent message waiting
0,r going lt gt bus
0,hello love went day alright think sweet send jolt heart remind love hear screamed across sea world hear ahmad al hallaq loved owned possessive passionate kiss
0,joined today
0,okay well thanks clarification
0,talk others probably come early tomorrow
1,spook mob halloween collection logo pic message plus free eerie tone txt card spook number zed number p per logo pic
0,money issue weigh thanks breathe easier make sure dont regret thanks
0,hi sorry missed call pls call back
1,fantasy football back tv go sky gamestar sky active play number k dream team scoring starts saturday register sky opt number
0,ok need tell anything going sleep good night
0,ok try week end course coimbatore
1,tone club subs expired number sub reply monoc number monos polyc number polys number weekly number p per week txt stop number stop msg free stream number
0,v nice number sheffield tom number air opinions categories number b used number measure ethnicity next census busy transcribing
0,r home come within number min
0,boy loved gal propsd bt didnt mind gv lv lttrs bt frnds threw thm boy decided number aproach gal dt time truck speeding towards gal wn number hit girl boy ran like hell n saved asked hw cn u run fast boy replied boost secret energy n instantly girl shouted energy n thy lived happily number gthr drinking boost evrydy moral story hv free msgs gud ni number
0,day say cut ur hair paragon called hair sense noe much hair cut
0,hmm many unfortunately pics obviously arent hot cakes kinda fun tho
0,watching tv lor funny bluff number wat izzit thk impossible us
1,xmas prize draws trying contact u todays draw shows number prize guaranteed call number land line valid number hrs
0,dunno lei neva say
0,thanx number day u r goodmate think ur rite sary asusual number u cheered love u franyxxxxx
0,way home went change batt number watch go shop bit lor
1,yes place town meet exciting adult singles uk txt chat number number p msg
0,hi mobile lt gt added contact list url great place send free sms people visit fullonsms com
0,good evening sir hope nice day wanted bring notice late paying rent past months pay lt gt charge felt would inconsiderate nag something give great cost didnt speak however recession wont able pay charge month hence askin well ahead month end please help thank everything
0,let want house number
0,best line said love wait till day forget u day u realize u cannot forget gn
0,reach ten morning
0,pussy perfect
1,someone contacted dating service entered phone becausethey fancy find call landline number pobox number w number rg number p
0,message responce happend
0,also piece
0,wiskey brandy rum gin beer vodka scotch shampain wine kudi yarasu dhina vaazhthukkal
0,boo things back home little bored already
0,first gained lt gt kg since took second done blood sugar tests ok blood pressure within normal limits worries
0,pick ur fone u dumb
0,thanks da thangam feel happy dear also miss da
0,okey doke home dressed cos laying around ill speak later bout times stuff
0,run away frm u walk slowly amp kills u care enough stop
0,babe back come back
0,well told others marry
0,neshanth tel r u
0,yo yo yo byatch whassup
0,oh kay sat right
0,hi roger cl
1,babe u want dont u baby im nasty thing number filthyguys fancy rude time sexy bitch go slo n hard txt xxx slo number msgs
0,oh oh wasted den muz chiong sat n sun liao
0,jesus christ bitch trying give drugs answer fucking phone
0,please give number pick tuesday evening number ok
0,meeting darren
0,one best dialogue cute reltnship wen die
0,solve case man found murdered lt decimal gt lt gt afternoon number wife called police number police questioned everyone number wife sir sleeping murder took place number cook cooking number gardener picking vegetables number house maid went number post office number children went number play number neighbour went number marriage police arrested murderer immediately reply reason u r brilliant
0,dear reach
0,aww first time u said u missed without asking missed u first love
0,ok thanx gd nite number
0,come right ahmad
0,lol please actually send pic right wanna see pose comb hair dryer something
0,fps
0,huh means computational science like dat one push n
0,could read love answered
0,oh lk tt den take e one tt ends cine lor dun wan yogasana oso
0,madam regret disturbance might receive reference check dlf premarica kindly informed rgds rakhesh kerala
1,sms services inclusive text credits pls gotto url login number qxj number unsubscribe stop extra charge help number comuk number cm number ae
0,oic better quickly go bathe n settle
0,err cud going number pm got way contact
0,bloo bloo bloo miss first bowl
0,lmao fun
0,oh k k big hitter anyway good
0,hey almost forgot happy b day babe love ya
1,valentines day special win number quiz take partner trip lifetime send go number number p msg rcvd custcare number
0,think move lt gt week
0,find sent offline message know anjola
1,guess first time created web page url read wrote waiting opinions want friend number number
0,txting driving
0,good lets thank god please complete drug lots water beautiful day
0,really dun bluff leh u sleep early nite
0,indians r poor india poor country says one swiss bank directors says lt gt lac crore indian money deposited swiss banks used taxless budget lt gt yrs give lt gt crore jobs indians village delhi number lane roads forever free power suply lt gt social projects every citizen get monthly lt gt lt gt yrs need world bank amp imf loan think money blocked rich politicians full rights corrupt politicians itna forward karo ki pura india padhe g
0,uncle boye need movies oh guide plus know torrents particularly legal system slowing gr number day plus started cos dont meet online honey moon
0,oh ya ya remember da
0,btw regarding really try see anyone else number th guy commit random dude
1,ur chance win number cash every wk txt play number c url custcare number number x number p wk
0,busy juz dun wan number go early hee
0,rightio number number well arent bright early morning
0,great church holla get
0,back brum thanks putting us keeping us happy see soon
0,donno scorable
0,lt gt great loxahatchee xmas tree burning update totally see stars
0,yes dont care need bad princess
0,guy kadeem selling since break know one guy paranoid fuck like selling without til late tonight
0,tmr brin lar aiya later come n c lar mayb neva set properly got da help sheet wif
0,u knw dis lt gt
0,dun believe wat
0,k give back thanks
0,know complain num bettr directly go bsnl offc nd apply
0,okay seen pick friday
0,much payed suganya
0,left dessert u wan number go suntec look number u
0,abeg make profit start using get sponsors next event
0,onum ela pa normal
0,k k sister kids
0,cool text way
0,nope meanwhile talk say make greet
0,cant talk call dont keep calling
0,anything lar
0,rose needs water season needs change poet needs imagination phone needs ur sms need ur lovely frndship forever
0,good afternoon babe goes day job prospects yet miss love sighs
0,pick drop car problem
0,think waste rr
0,world famamus
0,coming friday leave pongal get news work place
0,lol well without could big sale together
0,way
0,eat old airport road number oredi got lot pple
0,sry talk phone parents
0,ok lor wat time finish
0,princess like make love lt gt times per night hope thats problem
0,mm way railway
0,done sorry hope next space gives everything want remember furniture around move lock locks leave key jenne
0,yet like keep touch easiest way barcelona way ru house
1,sppok ur mob halloween collection nokia logo pic message plus free eerie tone txt card spook number
1,urgent call number landline complementary number tenerife holiday number number cash await collection sae cs po box number wa number px number ppm number sender hol offer
0,k evening da urgent
0,pansy living jungle two years driving worried
0,mm kanji dont eat anything heavy ok
0,promise getting soon text morning let know made ok
0,lol different go trying find every real life photo ever took
0,dont thnk wrong calling us
0,k ill drink pa need srs model pls send mail id pa
0,aiyah e rain like quite big leh drizzling least run home
0,number docs appointments next week tired shoving stuff ugh normal body
0,dun b sad dun thk abt already concentrate ur papers k
0,greetings consider excused
0,drama pls enough family struggling hot sun strange place reason ego going invited actually necessity go wait serious reppurcussions
0,released another italian one today cosign option
0,mu try figure much money everyone gas alcohol jay trying figure weed budget
1,winner valued network customer hvae selected receive number reward collect call number valid number hours acl number pm
0,hcl chennai requires freshers voice process excellent english needed salary upto lt gt call ms suman lt gt telephonic interview via indyarocks com
0,dai da send resume id
0,know lt gt around number
0,yup finished c
0,remember ask alex pizza
0,da today also forgot
0,ola would get back maybe today told direct link us getting cars bids online arrange shipping get cut u partnership u invest money shipping takes care rest u wud b self reliant soon dnt worry
0,fwiw reason around time smoke gas afford around someone tells apparently happens somebody wants light
0,hello boytoy made home constant thought love hope nice visit wait till come home kiss
0,congrats kano whr treat maga
0,u talking
0,yup
0,u wake already wat u u picking us later rite taking sq number reaching ard number smth number like dat u check e arrival time c ya soon
0,yunny walking citylink faster come hungry
0,er yep sure props
0,hiya u paying money account thanks got pleasant surprise checked balance u c get statements number acc
1,u nokia number plus free digital camera u get u win free auction take part send nokia number pobox number number tcr w number
0,ok ill send lt decimal gt ok
0,bognor splendid time year
0,yes office da
0,ok ask abt e movie u wan ktv oso
0,misplaced number sending texts old number wondering heard year best mcat got number atlanta friends
0,dunno lei might b eatin wif frens wan eat wait number lar
1,free entry number weekly comp send word win number number c url
0,u noe number send files number computers
0,mmmmm loved waking words morning miss love hope day goes well happy wait us together
0,jay says put lt gt
0,come sec somebody want see
0,sun anti sleep medicine
0,happening gotten job begun registration permanent residency
0,yup ok
0,glad went well come number plenty time claire goes work
0,ok enjoy r u home
0,pls pls send mail know relatives coming deliver know costs risks benefits anything else thanks
0,like
0,haf combine n c lor
0,monthly amount terrible pay anything till number months finishing school
0,hmmm many players selected
0,said gonna snow start around number number pm tonite predicting inch accumulation
0,dont send plus mode
0,aiyo please got time meh
0,package programs well
0,sister belongs number family hope tomorrow pray number fated number shoranur train incident lets hold hands together amp fuelled love amp concern prior number grief amp pain pls join dis chain amp pass stop violence women
0,guys asking get slippers gone last year
0,company good environment terrific food really nice
1,text number get ringtones logos games url questions email
0,honestly made lovely cup tea promptly dropped keys burnt fingers getting
0,yup studying surfing lor e lazy mode today
0,please sen kind advice please come try
0,done c
0,oh fine tonight
0,give time walk
0,reach ard number mins ok
1,freemsg awarded free mini digital camera reply snap collect prize quizclub opt stop number p wk sp rwm ph number
0,fuck babe happened come never came back
1,message brought gmw ltd connected
0,friends want drive em someplace probably take
0,also thk fast xy suggest one u dun wan ok going number rain leh got gd
0,still getting goods
0,maybe pressies
0,yeah leave maybe number ish
0,told dr appt next week thinks gonna die told check nothing worried listen
0,room need
0,dont want hear anything
0,hey leave friday wait ask superior tell
0,ultimately tor motive tui achieve korli
0,number number work timing
0,worry finished march ish
0,house water dock boat rolled newscaster dabbles jazz flute behind wheel
1,congrats number mobile number g videophones r call number videochat wid ur mates play java games dload polyph music noline rentl bx number ip number number number p
1,next amazing xxx picsfree number video sent enjoy one vid enough number day text back keyword picsfree number get next video
0,thats going ruin thesis
0,sch neva mind u eat number st lor
0,hey whats u sleeping morning
0,erm thought contract ran number th october
0,dunno lets go learn pilates
1,u subscribed best mobile content service uk number per ten days send stop number helpline number
0,yup elaborating safety aspects issues
1,number free tarot texts find love life try number free text chance number number free msgs number number
0,goodmorning today late number hr
0,hi happy birthday hi hi hi hi hi hi hi
0,outside office take
0,respond imma assume still asleep imma start calling n shit
0,aight see bit
0,superior telling friday leave department except leave way call waheed fathima hr conform
1,join uk horniest dogging service u sex number nite sign follow instructions txt entry number email
0,lol take member said aunt flow visit number months cause developed ovarian cysts bc way shrink
0,still work going small house
0,friend got says upping order grams got lt gt get
0,tmr timin still da wat cos got lesson number
0,thing apes u fight death keep something minute u let go thats
0,gonna able late notice home weeks anyway plans
0,got fujitsu ibm hp toshiba got lot model say
0,okie thanx
0,gosh pain spose better come
0,usual iam fine happy amp well
0,okie
0,gonna get rimac access
0,im arestaurant eating squid number number wanna dosomething late
0,call times job today ok umma ask speed
0,hello u call wen u finish wrk fancy meetin wiv u tonite need break dabooks number hrs last nite number today wrk
0,r u sam p eachother meet go number house
0,yeah lol luckily starring role like
0,hello madam
0,awesome text restocked
1,knock knock txt whose number enter r weekly draw number number gift voucher number store yr choice cs url age number stoptxtstop number number week
0,yes innocent fun
0,thanks sending mental ability question
0,sir hope day going smoothly really hoped wont bother bills settle month extra cash know challenging time also let know
0,number marrow wed lt gt number aha
0,went ur hon lab one
0,hey pple number number number nights excellent location wif breakfast hamper
1,forwarded number hi mailbox messaging sms alert number matches please call back number retrieve messages matches cc number p min
0,come
0,lol nah bad thanks good b home quite reality check hows ur day u anything website
0,ok lor
0,coming home number dinner
0,da al r lt gt
1,free ring tone text polys number every week get new tone number yrs number number wk
0,unni thank dear recharge rakhesh
0,know lacking particular dramastorm details part worried
0,haha cant tmr forfeit haha
0,hey glad u r better hear u treated urself digi cam good r number pm fab new year c u coupla wks
0,way going back
1,urgent mobile number xxx number number bonus caller prize number number number number nd attempt reach call number asap box number n number qp number ppm
0,cal sir meeting
0,love hear v see sundayish
0,sorry da thangam sorry held prasad
0,tiwary rcb battle bang kochi
0,thank god bed
0,cancer moms making big deal regular checkup aka pap smear
0,gobi arts college
0,wants talk
0,pandy joined number w technologies today got job
1,guaranteed latest nokia phone number gb ipod mp number player number prize txt word collect number ibhltd ldnw number h number p mtmsgrcvd number
0,try get lost fact tee hee
0,friends use call
0,em olowoyey usc edu great time argentina sad secretary everything blessing
0,taxt massage tie pos argh ok lool
0,hi please get lt gt dollar loan pay back mid february pls
0,might want pull case plan spending much confidence derek taylor money management
0,like shaking booty dance floor
0,text get call phones problems
0,need drug anymore
0,sorry da thought calling lot times lil busy call noon
0,sarcasm nt scarcasim
0,great run ttyl
0,feel like trying kadeem v
0,dai lt gt naal eruku
0,yet chikku wat abt u
0,want finally lunch today
0,know dad back
1,hello darling today would love chat dont tell look like sexy
1,number free number st week number nokia tone number ur mob every week txt nokia number get txting tell ur mates url pobox number w number wq norm number p tone number
0,remains bro amongst bros
0,r u meeting da ge nite tmr
0,nice day impressively sensible went home early feel fine boring remember
0,de looking good
1,wanna get laid number nite want real dogging locations sent direct ur mobile join uk largest dogging network txt park number nyt ec number number lp number number msg
1,tried contact response offer new nokia fone camcorder hit reply call number delivery
0,yes replied mail going management office later plus bank later also wednesday
0,cool come like lt gt ish
0,super msg da nalla timing
0,good afternoon boytoy feeling today better hope good boy obedient slave please queen
0,number ft good combination
0,sick needy want pouts stomps feet pouts stomps feet want slave want
0,train back northampton afraid
0,abj serving staying dad alone
0,playng number doors game gt racing phone lol
1,new tones week include number mcfly ab number sara jorge shock number smith switch order follow instructions next message
0,da bus going home
0,got call landline number asked come anna nagar go afternoon
0,okay chasing dream good next
0,yupz oredi booked slots number weekends liao
1,urgent trying contact u todays draw shows number prize guaranteed call number land line claim c number valid number hrs
0,r many model sony ericson also der lt gt luks good bt forgot modl
0,yes know cheesy songs frosty snowman
0,ya ok vikky vl c witin lt gt mins il reply u
1,sports fans get latest sports news str number ur mobile number wk free plus free tone txt sport number url number norm number txt number p
0,hey tmr meet bugis number
1,urgent urgent number free flights europe give away call b number th sept take friend number free call claim number ba number nnfwfly number ppm
0,nice new shirts thing wear nudist themed mu
0,hey sexy buns day word morning ym think
0,whenever see still hook
0,nope going home go pump petrol lor like going number rain soon
0,use foreign stamps whatever send
1,number lost number help
0,oh baby house come dont new pictures facebook
0,feb lt gt love u day send dis ur valued frnds evn number comes back u gt married person u luv u ignore dis u lose ur luv number evr
0,hiya sorry hav signal seen heard neither unusual put case get sort hugs snogs
0,omw back tampa west palm hear happened
0,yup already thanx number printing n handing
1,freemsg fancy flirt reply date join uks fastest growing mobile dating service msgs rcvd number p optout txt stop number reply date
0,mean come chase stated watch many movies want
0,took tablets reaction morning
1,great new offer double mins double txt best orange tariffs get latest camera phones number free call mobileupd number free number number stoptxt cs
0,nah perpetual dd
0,sorry de went shop
1,hope enjoyed new content text stop number unsubscribe help number p provided tones number co uk
0,hey still want go yogasana coz end cine go bathe hav steam bath
0,nope drivin neva develop da photos lei
0,thinking going reg pract lessons flung advance haha wat time u going
0,cool lt gt inches long hope like big
0,house maid murderer coz man murdered lt gt th january public holiday govt instituitions closed including post office understand
0,okie thanx
0,go n buy juz buy get lar
0,working technical support voice process
0,justbeen overa week since broke already brains going mush
0,tunde wishing great day abiola
0,nope c
0,medical missions nigeria
0,movies laptop
1,urgent please call number landline number cash luxury number canary islands holiday await collection cs sae award number number aq number ppm number
1,urgent please call number landline complimentary number lux costa del sol holiday number cash await collection ppm number sae cs james number eh number rr
0,havent lei next mon
0,mm feeling sleepy today shall get dear
0,dare stupid wont tell anything hear wont talk
0,noe ben going
0,mag meeting avo point
0,meant middle left right
0,really crashed cuddled sofa
0,hi chachi tried calling u unable reach u pl give missed cal u c tiz msg kanagu
0,sent prices mean lt gt g
0,nothing
0,working ringing u thing whole houseful screaming brats pulling hair loving u
0,family responding anything room went home diwali one called coming makes feel like died
0,tick tick tick babe
0,r going number today meeting
0,k da many page want
0,ya onion roast
0,send number give reply tomorrow morning said like ok
0,said problem let know
0,ok tell half hr b number u come need number prepare
0,play w computer aiyah tok number u lor
0,sat right okay thanks
0,derp worse dude always wants party dude files complaint three drug abusers lives
0,ok chinese food way get fat paying lipo
0,r outside already
0,good trip watch remember get back must decide easter
0,yo watching movie netflix
0,time prob number
0,meh thgt clash really ah dun mind dun seen lost weight gee
0,arr birthday today wish get oscar
0,open rebtel firefox loads put plus sign user name place show two numbers lower number number pick number pin display okay
0,picking various points
1,married local women looking discreet action number real matches instantly phone text match number msg cost number p number stop txt stop bcmsfwc number n number xx
0,wow v v impressed funs shopping
0,way ur home
1,burger king wanna play footy top stadium get number burger king number st sept go large super coca cola walk winner
0,problem talk later
0,ur sis
0,still customer place
1,come takes little time child afraid dark become teenager wants stay night
0,dude u knw also telugu thts gud k gud nyt
0,confirm eating esplanade
0,send id password
0,kind took garage centre part exhaust needs replacing part ordered n taking fixed tomo morning
1,ur chance win number cash every wk txt action number c url custcare number number x number p wk
0,well might come
0,long quit get like number minutes day
0,likely called mittelschmertz google dont paracetamol dont worry go
0,well right gonna get check today steam sales pee text want come get
0,arrived see couple days lt number
0,k wat tht incident
0,yeah get unlimited
0,cthen thk shd b enuff still got conclusion n contents pg n references b da contents pg n cover pg
0,forgot takes number years shower sorry phone dead yet
0,got wat buy tell us need come
0,big god bring success
1,u bin awarded number play number instant cash call number claim every number th player wins min number number optout number
0,r stayin extra week back next wed rugby weekend hi c u soon ham
0,campus library
0,affidavit says lt gt e twiggs st division g courtroom lt gt lt time gt double check text tomorrow
0,creep
0,get ten billion calls texts help god
0,told returned order
0,house maid murderer coz man murdered lt gt th january public holiday govt instituitions closed including post office
0,depends u going lor
0,smile right go world wonder smiling think crazy keep away grins
1,freemsg fav xmas tones reply real
0,lil fever fine
0,think still car
0,
1,december mobile number mths entitled update latest colour camera mobile free call mobile update co free number
0,yes princess want catch big strong hands
0,oh yeah forgot u take number shopping
0,mm asked call radio
0,thinkin someone good drugs
0,enjoy showers possessiveness poured u ur loved ones bcoz world lies golden gift loved truly
0,alright sure let know leaving
0,lasting much number hours might get lucky
0,genius brother pls send number skype
1,gr number poly tones number mobs direct number u rply poly title number eg poly breathe number titles crazyin sleepingwith finest ymca getzed co uk pobox number number w number wq number p
0,thk em find wtc far weiyi goin e rest dunno yet r ur goin number dinner den might b able join
0,forget owns private property good boy always passionate kiss
1,interflora late order interflora flowers christmas call number place order midnight tomorrow
0,oh god taken teeth paining
1,romcapspam everyone around responding well presence since warm outgoing bringing real breath sunshine
0,u ask darren go n pick u lor oso sian tmr haf number meet lect
0,need buy lunch eat maggi mee
1,congratulations thanks good friend u number number xmas prize number claim easy call number number p per minute bt national rate
0,oh right ok make sure loads work day got really nasty cough today dry n shot really help
1,send logo number ur lover number names joined heart txt love name number name number mobno eg love adam eve number number yahoo pobox number w number wq txtno number ads number p
0,thanx number sending home
0,normally hot mail com see
1,tkts euro number cup final number cash collect call number b number pobox number ppm
0,u sick still go shopping
0,ya well fine bbd pooja full pimples even become quite black ur rite cold wearing sweatter
0,nice nice working
0,number reach home call
0,trying find chinese food place around
0,easy mate guess quick drink bit ambitious
0,babe miiiiiiissssssssss need crave geeee sad without babe love
0,ok thanx
0,tunji queen wishing great day abiola
0,today iz yellow rose day u love frndship give number misscall amp send ur frndz amp see many miss calls u get u get number missed u marry ur lover
0,class hours sorry
0,wat time u finish ur lect today
1,free message jamster get crazy frog sound poly text mad number real text mad number number number crazy sounds number gbp week number c apply
1,chance reality fantasy show call number number p per min ntt ltd po box number croydon cr number wb number national rate call
0,fine good hear dear happy new year oh
0,going wipro interview today
0,tall princess
0,doubt could handle number times per night case
0,haha hope hear receipt sound gd luck
0,gonna death gonna leave note says robs fault avenge
0,japanese proverb one u none u must indian version one let none leave finally kerala version one stop none make strike
0,today workin free oso gee thgt u workin ur fren shop
0,life face choices toss coin becoz settle question coin air u know heart hoping gudni number
0,want kiss feel next
0,happy saying
1,adult number content video shortly
0,ok would b lovely u r sure think wot u want drinkin dancin eatin cinema u wot
0,saying explicitly told nora know someone probably gonna bother
0,smith waste da wanna gayle
0,mum sent many many messages since got want know actually getting enjoy rest day
0,aight tomorrow around lt gt
1,chance reality fantasy show call number number p per min ntt ltd po box number croydon cr number wb number national rate call
0,actually first time went bed long spoke woke number night
0,see
0,dont understand message
0,crucify c told earlier
0,idk keep saying since moved keep butting heads freedom vs responsibility tired much shit deal barely keeping together gets added
0,fuck cedar key fuck come anyway tho
0,twenty past five said train durham already coz reserved seat
1,hey boys want hot xxx pics sent direct number ur phone txt porn number number hrs free number p per day stop text stopbcm sf wc number n number xx
0,u still painting ur wall
0,printer cool mean groovy wine groovying
0,hi harish rent transfred ur acnt
0,anything lor coming
0,cbe really good nowadays lot shop showrooms city shaping good
0,still attending da talks
0,probs hon u doinat mo
0,k take care
0,take phone callon friday assume year
0,battery low babe
0,shuhui bought ron present swatch watch
0,yeah quite bit left swing tomorrow get
0,babe said number hours almost number internet
0,k sure get noon see
0,k k yesterday cbe
0,went ganesh dress shop
1,pdate double mins number txts orange tariffs latest motorola sonyericsson nokia bluetooth free call mobileupd number number call number optout yhl
0,collecting ur laptop going configure da settings izzit
0,aight number latest probably closer number jay tyler two trips
0,come aftr lt decimal gt cleaning house
1,ur cash balance currently number pounds maximize ur cash send cash number number p msg cc number po box number number tcr w number
0,bill letters expecting one orange bill may still say orange
0,tell pa pain de
0,hi darlin hope nice night wish come cant wait see love fran ps want dirty anal sex want number man gang bang
0,ha know either clever simple thing pears day perfect christmas
0,helloooo wake sweet morning welcomes enjoy day full joy gud mrng
0,alrite
0,must sit around wait summer days celebrate magical sight worlds dressed white oooooh let snow
1,urgent mobile number awarded number prize guaranteed call number land line claim number valid number hrs
0,guys go see movies side
0,tell thinking plus going stop runs
0,kindly send one flat lt decimal gt today
1,sorry u unsubscribe yet mob offer package min term number weeks pls resubmit request expiry reply themob help number info
0,nothing lor bit bored dun u go home early number sleep today
0,time tell friend around
0,yes fine love safe
0,thanks chikku gud nyt
0,xy ur car u picking
0,thanx number time spent number geva bin mint ur baby want u xxxx
0,yo way could pick something tonight
0,sent send
0,fine simply sitting
0,thts god gift birds humans hav natural gift frm god
0,coming day class
0,im done studyn library
0,ok u enjoy ur shows
0,anything
0,wuld without baby thought alone mite break wanna go crazy everyboy needs lady xxxxxxxx
0,wat dear sleeping ah
0,hi test lt gt rd
0,number students solved cat question xam number number number lt gt number number number lt gt number number number lt gt number number number tell answer u r brilliant number thing got answr
0,yo know anyone lt gt otherwise able buy liquor guy flaked right get hold somebody number loko night
0,yup n fren lor meeting fren number
0,yeah got one lined us
0,stop wondering wow ever going stop tm ing tm whenever want mine laughs
0,lol yep yesterday already got fireplace another icon sitting
0,hey booked pilates yoga lesson already haha
0,ok happen behave like
1,number new message please call number
0,supervisor find number one lor thk students havent ask yet tell u aft ask
0,hello news job making wait fifth week yeah im woozles weasels exeter still home number
1,currently message awaiting collection collect message call number
0,hey babe sorry get sooner gary come fix cause thinks knows go far ptbo says cost lt gt bucks know might cheaper find someone second hand machines right let know want babe
0,make number number fucks sake x
0,leave u always ignorant
0,nope b going number sch fri quite early lor cos mys sis got paper da morn
0,bruce b downs amp fletcher
0,said would woke
0,hey free call
0,tell whos pls
1,urgent mobile awarded number number bonus caller prize number number number final attempt number contact u call number
0,think might give miss teaching til twelve lecture two damn working thing
0,id check like number bowls worth left
0,yes many sweets
0,would still cozy exhausted last night nobody went school work everything closed
0,buzzzz grins buzz ass buzz chest buzz cock keep phone vibrator feel shake
0,sir send group mail check
0,da intro covers energy trends n pros n cons brief description nuclear fusion n oso brief history iter n jet got abt number n half pages
0,none nowhere ikno doesdiscount shitinnit
0,dont know jabo abi
1,ever notice driving anyone going slower idiot everyone driving faster maniac
0,yet ya sapna aunty manege day hogidhe chinnu full weak swalpa black agidhane
0,good baby
0,mostly sports type lyk footbl crckt
0,head dey swell oh thanks making day
0,u make fb list
0,sary need tim bollox hurt lot tol
0,happy new year princess
0,text carlos let know hang
0,worry easy ingredients
0,love u number little pocy bell sorry love u
0,ok omw castor
0,yar lor keep raining non stop u wan number go elsewhere
1,xmas offer latest motorola sonyericsson nokia free bluetooth dvd double mins number txt orange call mobileupd number number call number optout number qf number
0,u mean u almost done done wif sleeping tot u going take nap yup send liao picking ard number smth lor
0,tonight yeah
0,eat fo lunch senor
0,said right giggle saw u would possibly first person number die nvq think much could
0,break time one come n get stuff fr
1,reply win number weekly professional sport tiger woods play send stop number end service
0,see see maybe reboot ym seen buzz
0,still grinder
1,number polyphonic tone number ur mob every week txt pt number number number st tone free get txtin tell ur friends number p tone number reply hl number info
0,k see k
0,list buyers
0,idea guess work hour supposed leave since usual nobody interest figuring shit last second
0,mm entirely sure understood text hey ho weekend
0,released vday shirts u put makes bottom half naked instead white underwear
0,know watching film computer
0,b number thursday
0,oh phone phoned disconnected
0,id onluy matters getting offcampus
1,message free welcome new improved sex dogging club unsubscribe service reply stop email number
0,excellent see riley plans
0,ew one
0,also hi wesley
0,ah see lingo let know wot earth finished making
1,update number mths half price orange line rental number mins call mobileupd number number call number optout j number q
0,imagine life without see fast u searching worry l always disturb u goodnoon
0,hm good morning headache anyone
0,yeah probs last night obviously catching speak soon
1,free unlimited hardcore porn direct number mobile txt porn number get free access number hrs email per day txt stop number exit msg free
0,might go number sch yar e salon v boring
0,lt gt mins stop somewhere first
0,lt gt fast approaching wish u happy new year happy sankranti happy republic day happy valentines day happy shivratri happy ugadi happy fools day happy may day happy independence day happy friendship mother father teachers childrens day amp happy birthday number u happy ganesh festival happy dasara happy diwali happy christmas lt gt good mornings afternoons evenings nights rememberi first wishing u raj
0,one joys lifeis waking daywith thoughts somewheresomeone cares enough tosend warm morning greeting
0,get second half message
0,wat time u wan number meet later
0,thank much selflessness love plenty
0,film ill call later
0,dare change ring
0,bad girl lady
0,love ya try budget money better babe gary would freak knew
0,part initiate understand
0,finished lunch already u wake already
0,still game
0,got tallent wasting
0,record one night
0,also sir sent email log usc payment portal send another message explain things back home great weekend
0,gonna let know cos comes bak holiday day coming number get number text number
0,jokin lar depends phone father get lor
0,aight lemme know
0,get ready lt gt inches pleasure
0,ok feel like john lennon
0,cos darren say considering mah ask
0,bothering trust answers pls
0,one day crab running sea shore waves came n cleared footprints crab crab asked frnd r u clearing beautiful footprints waves replied fox following ur footprints catch thats cleared frndsship never lets u dwn gud nyt
0,aight time want come
0,slaaaaave must summon time wish come anymore
0,bill number number number thats bad
0,let know changes next number hrs even appendix age range however impossible chill let know number hrs
0,hello yeah got bath need hair come done yeah
0,weather
0,ok much though h friday cant wait dunno wot hell im gonna another number weeks become slob oh wait already done
0,die e toot fringe
0,lol know awesome phone could click delete right want
0,awesome question cute answer someone asked boy ur life smiled amp answered fine gudnite
0,please leave topic sorry telling
0,pls send correct name da
0,happened yo date
0,webpage available
0,woke yeesh late fall asleep til lt gt
1,unsubscribed services get tons sexy babes hunks straight phone go url subscriptions
0,dear know lt gt th lt gt th birthday loving gopalettan planning give small gift day like participate welcome please contact admin team details
0,k k tomorrow onwards started ah
0,u talking bout early morning almost noon
0,fine remember
1,hi babe jordan r u im home abroad lonely text back u wanna chat xxsp visionsms com text stop stopcost number p number
0,ok many buy
0,sounds good keep posted
1,get brand new mobile phone agent mob plus loads goodies info text mat number
0,ok april cant wait
0,boy best get yo ass quick
0,ay wana meet sat wkg sat
0,wait till number bus pick
0,apart one told yesterday
0,ok lor buy wat
0,somebody go andros steal ice
0,know msg recently
0,take us shopping mark distract isaiah
0,mum hope great day hoping text meets well full life great day abiola
0,sense foot penis
0,okay thought expert
0,deep sigh miss really surprised gone net cafe yet get miss
0,thinl role like sachin standing others hit
0,great trip india bring light everyone project everyone lucky see smile bye abiola
0,importantly discuss u
0,k k training process
0,ok lor ned number go toa payoh number number return smth u wan number send wat
0,da car park
0,wish holding tightly making see important much mean much need life
0,asked anthony dad bf
0,wnevr wana fal luv vth books bed fals luv vth yen madodu nav pretsorginta nammanna pretsovru important alwa gud eveb
0,going take bath ill place key window
1,lord rings return king store reply lotr number june number chance number win lotr soundtrack cds stdtxtrate reply stop end txts
0,dear take care reaching home love u lot
0,staff science nus edu sg phyhcmk teaching pc number
0,emigrated something ok maybe number number bit hopeful
0,olol printed forum post guy exact prob fixed gpu replacement hopefully dont ignore
0,walked moms right stagwood pass right winterstone left victors hill address lt gt
0,yo jp hungry like mofo
0,creepy crazy
0,ok din get ur msg
0,pathaya enketa maraikara pa
0,even friend priest call
